molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL5966387,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCN(C(=O)CNC=O)CC1,408000.0,inactive
CHEMBL5836781,CC(=O)NCC(=O)N1CCC(Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)CC1,491000.0,inactive
CHEMBL5933478,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCOCC4)cc3)n2)ccc1N1CCCC1,261000.0,inactive
CHEMBL5914013,N#Cc1cc(-c2ncnc(Nc3ccc(C4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCOCC1,1000000.0,inactive
CHEMBL5954324,N#Cc1cc(-c2ncnc(Nc3ccc(C(N)=O)cc3)n2)ccc1OC1CCOCC1,1000000.0,inactive
CHEMBL5867932,N#Cc1cc(-c2ncnc(Nc3ccc(C4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCN(C(=O)CO)CC1,1000000.0,inactive
CHEMBL6006741,CS(=O)(=O)c1ccc(Nc2ncnc(-c3ccc(OC4CCN(C(=O)CO)CC4)c(C#N)c3)n2)cc1,1000000.0,inactive
CHEMBL6065251,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OCC1CC1,455000.0,inactive
CHEMBL6054206,Cn1ccc(Nc2ncnc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)n1,1000000.0,inactive
CHEMBL5740355,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCC(F)(F)CC1,655000.0,inactive
CHEMBL5883758,COc1cc(Nc2ncnc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)cc(F)c1N1CCN(C2COC2)CC1,671000.0,inactive
CHEMBL5832375,CN1CCN(c2cccc(Nc3ncnc(-c4ccc(OC5CCOCC5)c(C#N)c4)n3)c2)CC1,1000000.0,inactive
CHEMBL5893794,N#Cc1cc(-c2ncnc(Nc3cccc(N4CCOCC4)c3)n2)ccc1OC1CCOCC1,938000.0,inactive
CHEMBL5915719,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)n2)ccc1OC1CCOCC1,347000.0,inactive
CHEMBL5863942,N#Cc1cc(-c2ncnc(Nc3ccc(C4CCN(CC(F)F)CC4)cc3)n2)ccc1OC1CCOCC1,1000000.0,inactive
CHEMBL5942384,CS(=O)(=O)N1CCN(c2ccc(Nc3ncnc(-c4ccc(OC5CCOCC5)c(C#N)c4)n3)cc2)CC1,345000.0,inactive
CHEMBL6058856,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCOCC1,802000.0,inactive
CHEMBL5790812,N#Cc1cc(-c2ncnc(Nc3ccc(C(=O)C(F)(F)F)cc3)n2)ccc1OC1CCOCC1,415000.0,inactive
CHEMBL5956467,N#Cc1cc(-c2ncnc(Nc3cccc(N4CCN(C5COC5)CC4)c3)n2)ccc1OC1CCOCC1,1000000.0,inactive
CHEMBL5975496,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCN(C(=O)C2(O)CC2)CC1,918000.0,inactive
CHEMBL6037952,COc1cc(Nc2ncnc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)ccc1C(=O)N1CCN(C2COC2)CC1,1000000.0,inactive
CHEMBL5949271,COc1ccc(Nc2ncnc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)cc1,1000000.0,inactive
CHEMBL5808210,Cn1nccc1Nc1ncnc(-c2ccc(OC3CCOCC3)c(C#N)c2)n1,1000000.0,inactive
CHEMBL5890461,N#Cc1cc(-c2ncnc(Nc3cc(F)c(N4CCN(C5COC5)CC4)c(F)c3)n2)ccc1OC1CCOCC1,1000000.0,inactive
CHEMBL6052731,N#Cc1cc(-c2ncnc(Nc3ccc(C(=O)NC4COC4)cc3)n2)ccc1OC1CCOCC1,899000.0,inactive
CHEMBL5960653,CN1CCC(c2ccc(Nc3ncnc(-c4ccc(OC5CCOCC5)c(C#N)c4)n3)cc2)CC1,575000.0,inactive
CHEMBL5927063,COc1ccc(Nc2ncnc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)cn1,1000000.0,inactive
CHEMBL5855880,COc1cccc(Nc2ncnc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)c1,1000000.0,inactive
CHEMBL5816320,N#Cc1cc(-c2ncnc(Nc3ccccc3)n2)ccc1OC1CCOCC1,1000000.0,inactive
CHEMBL5912877,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCOCC4)cc3)n2)ccc1O[C@@H]1CCNC1,389000.0,inactive
CHEMBL5921484,N#Cc1cc(-c2ncnc(Nc3cccc(N4CCOCC4)c3)n2)ccc1O[C@@H]1CCN(C(=O)CO)C1,290000.0,inactive
CHEMBL5863250,N#Cc1cc(-c2ncnc(Nc3cccc(N4CCOCC4)c3)n2)ccc1O[C@@H]1CCNC1,641000.0,inactive
CHEMBL5883821,CC(C)NC(=O)c1ccc(Nc2ncnc(-c3ccc(O[C@@H]4CCN(C(=O)CO)C4)c(C#N)c3)n2)cc1,604000.0,inactive
CHEMBL5823194,CC(C)NC(=O)c1ccc(Nc2ncnc(-c3ccc(O[C@@H]4CCNC4)c(C#N)c3)n2)cc1,805000.0,inactive
CHEMBL6017077,N#Cc1cc(-c2ncnc(Nc3ccc(C(N)=O)cc3)n2)ccc1O[C@@H]1CCN(C(=O)CO)C1,678000.0,inactive
CHEMBL5857336,CN1CCN(c2ccc(Nc3ncnc(-c4ccc(O[C@@H]5CCN(C(=O)CO)C5)c(C#N)c4)n3)cc2)CC1,459000.0,inactive
CHEMBL6005749,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1F,1000000.0,inactive
CHEMBL5775619,CC(O)C(=O)N1CC[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C1,488000.0,inactive
CHEMBL5741477,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@@H]1CCN(C(=O)CCO)C1,359000.0,inactive
CHEMBL6002031,N#CCC(=O)N1CC[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C1,292000.0,inactive
CHEMBL5888448,C[C@H](O)C(=O)N1CC[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C1,693000.0,inactive
CHEMBL5946289,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@@H]1CCN(C(=O)C2COC2)C1,1000000.0,inactive
CHEMBL5979989,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@@H]1CCNC1,961000.0,inactive
CHEMBL6031043,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@@H]1CCN(C(=O)C2(O)CC2)C1,1000000.0,inactive
CHEMBL5855500,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@@H]1CCN(C=O)C1,377000.0,inactive
CHEMBL5952816,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@@H]1CCN(C(=O)C(F)F)C1,560000.0,inactive
CHEMBL5771997,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCCN(C(=O)CO)CC1,241000.0,inactive
CHEMBL5822976,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CN(C(=O)CO)CC1(F)F,119000.0,inactive
CHEMBL5932478,C[C@@H]1C[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)CN1C(=O)CO,440000.0,inactive
CHEMBL6051268,C[C@H]1C[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)CN1C(=O)CO,525000.0,inactive
CHEMBL5923234,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@@H]1CN(C(=O)CO)C[C@@H]1F,638000.0,inactive
CHEMBL6022270,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CC2CC1N(C(=O)CO)C2,380000.0,inactive
CHEMBL5894169,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCOCC4)cc3)n2)ccc1O[C@@H]1CCN(C(=O)CO)C1,260000.0,inactive
CHEMBL5841451,COc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,328000.0,inactive
CHEMBL6013924,COc1cc(C#N)cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)c1,212000.0,inactive
CHEMBL5833478,N#Cc1cc(-c2ncnc(Nc3ccc(Cn4ccnc4)cc3)n2)ccc1OC1CCOCC1,1000000.0,inactive
CHEMBL5964537,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCOC(CO)C4)cc3)n2)ccc1OC1CCOCC1,258000.0,inactive
CHEMBL5768629,CC1(O)CCN(c2ccc(Nc3ncnc(-c4ccc(OC5CCOCC5)c(C#N)c4)n3)cc2)C1,1000000.0,inactive
CHEMBL5801159,Cc1cc(N2CCOCC2)ccc1Nc1ncnc(-c2ccc(OC3CCOCC3)c(C#N)c2)n1,1000000.0,inactive
CHEMBL5853776,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C2CCOC2)C[C@H]1F,740000.0,inactive
CHEMBL5789388,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C2COC2)C[C@H]1F,602000.0,inactive
CHEMBL6009159,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCN(C(=O)[C@@H]2CCC(=O)N2)C[C@H]1F,375000.0,inactive
CHEMBL5809624,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCN(C(=O)[C@H]2CCC(=O)N2)C[C@H]1F,292000.0,inactive
CHEMBL5806613,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCC(=O)NC1,175000.0,inactive
CHEMBL5993820,C[C@H]1C[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)[C@H](F)CN1C(=O)CO,1000000.0,inactive
CHEMBL6014119,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)C2CCC(=O)N2)CC1(F)F,146000.0,inactive
CHEMBL5962000,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)C2CCCC(=O)N2)C[C@H]1F,342000.0,inactive
CHEMBL5878940,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)C2CCS(=O)(=O)N2)C[C@H]1F,284000.0,inactive
CHEMBL5744166,CN1CCN(C(=O)c2ccc(Nc3ncnc(-c4ccc(O[C@H]5CCN(C(=O)CO)C[C@H]5F)c(C#N)c4)n3)cc2)CC1,338000.0,inactive
CHEMBL5787640,C[C@H](O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(C(=O)N5CCN(C)CC5)cc4)n3)cc2C#N)[C@H](F)C1,674000.0,inactive
CHEMBL5934548,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1NC1CCOCC1,32000.0,inactive
CHEMBL5995100,COC1CCC(Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)CC1,402000.0,inactive
CHEMBL5999444,C[C@@H](CO)C(=O)N1CCC(Nc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)[C@H](F)C1,546000.0,inactive
CHEMBL5753177,C[C@H](CO)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)[C@H](F)C1,676000.0,inactive
CHEMBL6047245,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@@H]1CCCN(C(=O)CO)C1,952000.0,inactive
CHEMBL5971744,C[C@H](O)C(=O)N1CCC[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C1,1000000.0,inactive
CHEMBL5885751,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCCN(C(=O)CO)C1,394000.0,inactive
CHEMBL5752591,C[C@H](O)C(=O)N1CCC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C1,632000.0,inactive
CHEMBL5826495,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)C2CCCCN2)C[C@H]1F,1000000.0,inactive
CHEMBL6055763,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)C2CCCN2)C[C@H]1F,1000000.0,inactive
CHEMBL5826495,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)C2CCCCN2)C[C@H]1F,1000000.0,inactive
CHEMBL5916494,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)[C@@H]2CC(F)(F)CN2)C[C@H]1F,1000000.0,inactive
CHEMBL6055763,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)C2CCCN2)C[C@H]1F,1000000.0,inactive
CHEMBL5996646,C[C@H](O)C(=O)N1CCC(Oc2cc(C#N)cc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)c2)CC1,371000.0,inactive
CHEMBL5888279,Cc1n[nH]c(C)c1C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)[C@H](F)C1,212000.0,inactive
CHEMBL5985049,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)c2cn[nH]c2Cl)C[C@H]1F,167000.0,inactive
CHEMBL5822605,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)c2cc[nH]c(=O)c2)C[C@H]1F,207000.0,inactive
CHEMBL5982643,N#CCC(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)[C@H](F)C1,146000.0,inactive
CHEMBL6050275,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)CCO)C[C@H]1F,408000.0,inactive
CHEMBL5844370,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)C2(O)CC2)C[C@H]1F,341000.0,inactive
CHEMBL5996999,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)c2ccc[nH]2)C[C@H]1F,356000.0,inactive
CHEMBL5779948,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)c2ncc[nH]2)C[C@H]1F,174000.0,inactive
CHEMBL5824578,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)c2cnn[nH]2)C[C@H]1F,84000.0,inactive
CHEMBL6040087,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)c2nnc[nH]2)C[C@H]1F,104000.0,inactive
CHEMBL5756155,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)c2ccn[nH]2)C[C@H]1F,219000.0,inactive
CHEMBL5939535,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)c2cnc[nH]2)C[C@H]1F,156000.0,inactive
CHEMBL5985408,Cn1cc(C(=O)N2CC[C@H](Oc3ccc(-c4ncnc(Nc5ccc(N6CCN(C7COC7)CC6)cc5)n4)cc3C#N)[C@H](F)C2)nn1,184000.0,inactive
CHEMBL5794519,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCNCC1(F)F,242000.0,inactive
CHEMBL5898145,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCNCC1(F)F,330000.0,inactive
CHEMBL5897308,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@@H]1CCNCC1(F)F,270000.0,inactive
CHEMBL5973508,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCN(C(=O)CO)CC1(F)F,122000.0,inactive
CHEMBL5853931,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)CO)CC1(F)F,75000.0,inactive
CHEMBL5779535,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@@H]1CCN(C(=O)CO)CC1(F)F,56000.0,inactive
CHEMBL5853044,C[C@H](O)C(=O)N1CCC(Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C(F)(F)C1,168000.0,inactive
CHEMBL5764659,C[C@H](O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C(F)(F)C1,198000.0,inactive
CHEMBL5912686,C[C@H](O)C(=O)N1CC[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C(F)(F)C1,196000.0,inactive
CHEMBL5838099,C[C@@H](O)C(=O)N1CCC(Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C(F)(F)C1,188000.0,inactive
CHEMBL5997912,C[C@@H](O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C(F)(F)C1,171000.0,inactive
CHEMBL5869524,C[C@@H](O)C(=O)N1CC[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C(F)(F)C1,207000.0,inactive
CHEMBL5927124,N#CCC(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C(F)(F)C1,93000.0,inactive
CHEMBL5912995,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)CCO)CC1(F)F,173000.0,inactive
CHEMBL5934388,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCN(C(=O)c2ccc[nH]2)CC1(F)F,583000.0,inactive
CHEMBL6012893,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCN(C(=O)c2ncc[nH]2)CC1(F)F,248000.0,inactive
CHEMBL6034253,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)c2ccn[nH]2)CC1(F)F,155000.0,inactive
CHEMBL6033547,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)c2cnn[nH]2)CC1(F)F,83000.0,inactive
CHEMBL5970572,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)c2nnc[nH]2)CC1(F)F,53000.0,inactive
CHEMBL5970572,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)c2nnc[nH]2)CC1(F)F,104000.0,inactive
CHEMBL5917713,C[C@@H]1C[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)CCN1C(=O)CO,877000.0,inactive
CHEMBL5782355,C[C@H]1C[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)CCN1C(=O)CO,230000.0,inactive
CHEMBL5744213,CC1CN(C(=O)CO)CCC1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,255000.0,inactive
CHEMBL5839382,CC1CC(Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)CC(C)N1C(=O)CO,463000.0,inactive
CHEMBL5977718,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1C2CC1CN(C(=O)CO)C2,1000000.0,inactive
CHEMBL5949405,CC1(C)CN(C(=O)CO)CCC1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,160000.0,inactive
CHEMBL5927250,CC1(C)CN(C(=O)CO)CC[C@@H]1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,397000.0,inactive
CHEMBL5764700,CC1(C)CN(C(=O)CO)CC[C@H]1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,133000.0,inactive
CHEMBL5835128,CC1(C)CN(C(=O)CO)CC(F)C1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,117000.0,inactive
CHEMBL5991958,CC1(C)CN(C(=O)CO)C[C@H](F)[C@@H]1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,49000.0,inactive
CHEMBL5927549,CC1(C)CN(C(=O)CO)C[C@@H](F)[C@H]1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,234000.0,inactive
CHEMBL5819006,C[C@H](O)C(=O)N1CC(F)C(Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C(C)(C)C1,317000.0,inactive
CHEMBL5823756,C[C@H](O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C[C@@H]1C,432000.0,inactive
CHEMBL5811915,C[C@@H](O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C[C@@H]1C,491000.0,inactive
CHEMBL5869778,C[C@H](O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C[C@H]1C,593000.0,inactive
CHEMBL5962311,C[C@@H]1C[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)CCN1C(=O)[C@@H](C)O,1000000.0,inactive
CHEMBL5965353,C[C@H](O)C(=O)N1CC[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C[C@H]1C,1000000.0,inactive
CHEMBL5983743,C[C@@H]1C[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)CCN1C(=O)[C@@H](C)O,1000000.0,inactive
CHEMBL5998263,C[C@H]1C[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)CCN1C(=O)CC#N,183000.0,inactive
CHEMBL5774234,C[C@H]1C[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)CCN1C(=O)c1cnn[nH]1,224000.0,inactive
CHEMBL5921559,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCN(C(=O)c2ncc[nH]2)CC1,289000.0,inactive
CHEMBL5836135,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCN(C(=O)c2ccc[nH]2)CC1,1000000.0,inactive
CHEMBL5908196,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCN(C(=O)c2cc[nH]c2)CC1,1000000.0,inactive
CHEMBL5974919,C[C@H]1CN(C(=O)CO)C[C@@H]1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,1000000.0,inactive
CHEMBL5746917,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@@H]1CN(C(=O)CO)C[C@H]1F,1000000.0,inactive
CHEMBL6016574,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CNCC1(F)F,308000.0,inactive
CHEMBL5873825,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CN(C(=O)CO)CC1(F)F,90000.0,inactive
CHEMBL5946134,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@@H]1CN(C(=O)CO)CC1(F)F,118000.0,inactive
CHEMBL5944412,CS(=O)(=O)N1CC[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C1,173000.0,inactive
CHEMBL5790982,C[C@H](O)C(=O)N1CC(Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C(F)(F)C1,265000.0,inactive
