molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL3899672,CN(c1ccc(C#N)cc1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3982307,CN(c1ccc(C#N)c2ccccc12)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3921320,CN(c1ccc(C#N)c(Br)c1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3937835,CN(c1ccnc(C#N)c1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3956529,CN(c1ccc(S(=O)(=O)C(F)(F)F)cc1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3959358,CN(c1ccc(C(F)(F)F)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3943572,N#Cc1ccc(N(CC2CC2)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1,0.055,active
CHEMBL3951178,CN(c1cc2cn[nH]c2cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3893327,CCN(c1ccc(C#N)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3959909,C#CCN(c1ccc(C#N)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3930290,C#CCN(c1c(F)cc(C#N)cc1F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3905748,C#CCN(c1ccc(C#N)cc1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3942728,CN(c1cnc(N2CCOCC2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3914739,CN(c1cncc(-n2ccnc2)n1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3909092,Cc1nc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)ccc1C#N,0.055,active
CHEMBL3920581,CN(c1ccccn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3948378,Cc1cc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)ncc1C#N,0.055,active
CHEMBL3926059,CN(c1ncccc1C#N)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3945908,CN(c1ccc(-c2nnn[nH]2)cc1F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3960416,C#Cc1ccc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1,0.055,active
CHEMBL3934942,CN(c1ccc2nc[nH]c2n1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3962448,CN(c1ccc2[nH]c(=O)[nH]c2n1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3976708,COC(=O)c1ccc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1,0.055,active
CHEMBL3902542,CN(c1ccc(C(=O)NC2CC2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3984793,CN(c1ccc(C(=O)N[C@H](CO)c2ccccc2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3914972,CN(c1ccc(C(=O)N[C@@H](CO)c2ccccc2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3977452,CN(c1ccc(C(=O)N[C@@H](CO)c2ccccc2)cc1F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3951623,C[C@@H](NC(=O)c1ccc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)c(F)c1)c1ccccc1,0.055,active
CHEMBL3939312,CN(c1ccc(C(=O)NC2c3ccccc3CC2O)cc1F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3911346,CN(c1ccc(C(=O)Nc2cccc(Cl)c2)cc1F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3933796,CN(c1ccc(C(=O)NCc2ccccc2)cc1F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3902351,CN(c1ccc(C(=O)NCCO)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3906692,CN(c1ccc(C(=O)Nc2ccccc2F)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3896837,CN(c1ccc(C(=O)NC(CO)c2ccc(Cl)cc2)cc1F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3914438,CN(c1ccc(C(=O)NC[C@H](O)c2ccccc2)cc1F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3914676,CN(c1ccc(C(=O)N[C@H]2c3ccccc3C[C@@H]2O)cc1F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3890208,CN(c1c(F)cc(C(=O)N[C@H](CO)c2ccccc2)cc1F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3956882,COC[C@@H](NC(=O)c1cc(F)c(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)c(F)c1)c1ccccc1,0.055,active
CHEMBL3982255,CCS(=O)(=O)Nc1ccc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1,0.055,active
CHEMBL3944822,CN(c1ccc(NS(=O)(=O)c2ccc(F)cc2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3917906,CN(c1ccc(S(=O)(=O)NC2CC2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3905754,CN(c1ccc(S(=O)(=O)NC[C@@H]2CCCO2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3930305,CN(c1ccc(S(=O)(=O)NC2COC2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,active
CHEMBL3974254,CCCC(=O)N(C)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3965889,CN(C(=O)C1(C#N)CC1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3969009,CN(C(=O)CC#N)C1CCCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3958078,CN([C@@H]1CCN(c2ncnc3[nH]ccc23)C1)S(=O)(=O)c1cccc(C#N)c1,0.55,active
CHEMBL3963715,CN([C@@H]1CCN(c2ncnc3[nH]ccc23)C1)S(=O)(=O)c1cccc([N+](=O)[O-])c1,0.55,active
CHEMBL3979629,CN(C(=O)Nc1cccc(C#N)c1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3960213,CN(C(=O)Nc1ccc(C#N)cc1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3975430,CN(C(=O)Nc1ccc(C(F)(F)F)cc1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3909435,CC(C)S(=O)(=O)N(C)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3910166,N#CCN(C1CCC1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3929901,CN(C1CCCC1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3968478,N#CCN(C1CC1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3942396,C#CCN(C1CCOC1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3973113,CN([C@@H]1CCN(c2ncnc3[nH]ccc23)C1)S(=O)(=O)C1CC1,0.55,active
CHEMBL3943618,C#CCN(c1ccc(S(C)(=O)=O)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3959770,CN(c1ccc(Br)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3952191,CN(c1ccc([N+](=O)[O-])cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3948936,Cc1cc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc(Cl)c1C#N,0.55,active
CHEMBL3890701,Cc1cc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)ncc1[N+](=O)[O-],0.55,active
CHEMBL3949963,CN(c1nc(Cl)nc2ccccc12)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3890611,CN(c1ncc(C#N)cc1Cl)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3891047,CN(c1ccc(Cl)nn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3919105,CN(c1ncc(Br)cc1C#N)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3964318,CN(c1ccc(C#N)c(Cl)n1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3925815,CN(c1ncc(C#N)cc1[N+](=O)[O-])[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3975440,N#Cc1cnc(NC2CCN(c3ncnc4[nH]ccc34)C2)c([N+](=O)[O-])c1,0.55,active
CHEMBL3904624,Cc1ccc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1,0.55,active
CHEMBL3980318,CN(c1ccc(C#N)cc1[N+](=O)[O-])[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3913608,CN(c1c(F)cc(C#N)cc1F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3924625,CN(c1ccc(C#N)cc1Br)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3964413,C#CCN(c1ccc(C#N)cc1F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3906422,CCOc1cnc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)cn1,0.55,active
CHEMBL3973893,CN(c1ccc(-c2cccs2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3961670,CN(c1ccncn1)[C@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3937439,CN(c1ncc(C#N)cc1F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3968579,CN(c1ccc(-c2nn[nH]n2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3935988,CN(c1ccc2nn[nH]c2n1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3930951,CN(c1ccc(C(=O)O)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3911946,CN(C(=O)c1ccc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1)c1ccc(F)cc1,0.55,active
CHEMBL3981902,CN(C(=O)c1ccc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1)c1ccccc1,0.55,active
CHEMBL3985350,CN(c1ccc(C(=O)NC(CO)c2ccccc2Cl)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3939379,CN(c1ccc(NS(C)(=O)=O)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3965713,CC(C)S(=O)(=O)Nc1ccc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1,0.55,active
CHEMBL3902579,CNS(=O)(=O)c1ccc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1,0.55,active
CHEMBL3920398,CN(c1ccc(S(=O)(=O)NCCO)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3983040,CN(c1ccc(S(=O)(=O)N2CCOCC2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3928129,CN(c1ccc(S(=O)(=O)NC2CCOCC2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.55,active
CHEMBL3942765,CNC(=O)c1cn(C2(CC#N)CCN(C(=O)OC(C)(C)C)CC2)nc1Nc1ccccc1,1481.0,intermediate
CHEMBL3955591,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,27.0,active
CHEMBL3922934,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(Br)cc3)n2)CC1,23.0,active
CHEMBL4107287,CC(C)(C)OC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,57.0,active
CHEMBL3905904,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cccc(Cn4nnc5ccccc54)c3)n2)CC1,18.0,active
CHEMBL4107213,CC(C)(C)OC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(S(C)(=O)=O)cc3)n2)C1,7.0,active
CHEMBL3935508,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C(=O)N4CCS(=O)(=O)CC4)cc3)n2)CC1,1.0,active
CHEMBL3944048,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccncc3)n2)CC1,10.0,active
CHEMBL4109520,CC(C)(C)OC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C(=O)N4CCS(=O)(=O)CC4)cc3)n2)C1,5.0,active
CHEMBL3891937,C[C@H]1CN(C(=O)OC(C)(C)C)CC[C@]1(CC#N)n1cc(C(N)=O)c(Nc2ccccc2)n1,21.0,active
CHEMBL3916449,C[C@H]1C[C@](CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN1C(=O)OC(C)(C)C,21.0,active
CHEMBL4110902,C[C@@H]1C[C@](CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN1C(=O)OC(C)(C)C,614.0,active
CHEMBL3916994,CCS(=O)(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,404.0,active
CHEMBL3939533,CCS(=O)(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C(=O)N4CCS(=O)(=O)CC4)cc3)n2)C1,38.0,active
CHEMBL3911561,CS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCCCC3)cc2C(N)=O)cc1,193.0,active
CHEMBL3967827,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCCCC1,92.0,active
CHEMBL3916939,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(S(C)(=O)=O)cc3)n2)C1,2.0,active
CHEMBL3912439,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,27.0,active
CHEMBL3939566,CC(C)(C)OC(=O)C1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,91.0,active
CHEMBL3912624,CC(C)(C)OC(=O)NC1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,267.0,active
CHEMBL4113632,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)COC1,241.0,active
CHEMBL4107619,N#CC[C@]1(n2cc(C(N)=O)c(Nc3ccccc3)n2)C[C@@H](C#N)C1,405.0,active
CHEMBL4110850,CS(=O)(=O)c1ccc(Nc2nn([C@]3(CC#N)C[C@@H](C#N)C3)cc2C(N)=O)cc1,127.0,active
CHEMBL3895300,CC(C)(C)OC(=O)N1CC2(C1)CC(CC#N)(n1cc(C(N)=O)c(Nc3ccccc3)n1)C2,1481.0,intermediate
CHEMBL3919793,COc1ccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cc1OC,154.0,active
CHEMBL3967557,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cncc3ccccc23)CC1,414.0,active
CHEMBL3896341,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccnc3ccccc23)CC1,488.0,active
CHEMBL3963309,Cc1cc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)ccn1,174.0,active
CHEMBL3905278,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cncc(F)c2)CC1,4.0,active
CHEMBL3890522,COc1cc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)ccn1,5.0,active
CHEMBL3918566,CC(C)(O)c1cccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)n1,22.0,active
CHEMBL3896471,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cncc(C(F)(F)F)c2)CC1,54.0,active
CHEMBL3905818,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(C(O)C(F)(F)F)cc2)CC1,37.0,active
CHEMBL3960729,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccc(OCCO)n2)CC1,47.0,active
CHEMBL3896885,COc1cc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)ccc1F,74.0,active
CHEMBL3895843,COc1cc(F)cc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)c1,40.0,active
CHEMBL3952926,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(OC(F)F)nc2)CC1,21.0,active
CHEMBL3950086,Cc1cc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cnc1C,49.0,active
CHEMBL3911395,CC(C)Oc1cccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)n1,1496.0,intermediate
CHEMBL3907923,CCOc1cccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)n1,861.0,active
CHEMBL3939451,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccc(C3CC3)c2)CC1,780.0,active
CHEMBL3889521,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccc(C#N)n2)CC1,89.0,active
CHEMBL3942738,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(OC(F)F)cn2)CC1,18.0,active
CHEMBL3980404,Cc1cccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)n1,102.0,active
CHEMBL3948069,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cncc(C#N)c2)CC1,20.0,active
CHEMBL3977196,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(F)nc2)CC1,12.0,active
CHEMBL3956730,COc1cccnc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,559.0,active
CHEMBL3932352,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cncnc2)CC1,2.0,active
CHEMBL3971268,COc1ncc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cn1,21.0,active
CHEMBL3895654,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(C#N)cc2)CC1,3.0,active
CHEMBL3977394,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccc(F)c2)CC1,24.0,active
CHEMBL3984504,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(C(F)(F)F)nc2)CC1,26.0,active
CHEMBL3914684,Cc1ncccc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,209.0,active
CHEMBL3899162,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccnc2)CC1,6.0,active
CHEMBL3923710,Cc1ccnc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)c1,44.0,active
CHEMBL3971438,Cc1ccc(F)cc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,1496.0,intermediate
CHEMBL3900321,Cc1ccncc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,102.0,active
CHEMBL3976446,Cc1ccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cc1F,215.0,active
CHEMBL3909334,COC(=O)c1cccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)n1,280.0,active
CHEMBL3920283,CCOc1ccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cn1,46.0,active
CHEMBL3948102,COc1cncc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)c1,17.0,active
CHEMBL3916493,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(F)cc2)CC1,37.0,active
CHEMBL3895008,Cc1ccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cc1,117.0,active
CHEMBL3917536,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cc(F)cc(F)c2)CC1,67.0,active
CHEMBL3889509,COc1ccccc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,1496.0,intermediate
CHEMBL3911418,Cc1cc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)ccc1F,287.0,active
CHEMBL3953419,Cc1cccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)c1F,295.0,active
CHEMBL3949065,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cc(F)ccn2)CC1,6.0,active
CHEMBL3964457,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(F)c(F)c2)CC1,70.0,active
CHEMBL3892955,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccncc2)CC1,78.0,active
CHEMBL3930874,Cc1ncncc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,181.0,active
CHEMBL3920825,Cc1cncc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)c1,26.0,active
CHEMBL3948006,CC(C)(O)Cc1cccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)n1,147.0,active
CHEMBL3911273,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccc(CF)n2)CC1,39.0,active
CHEMBL3895272,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccnc2F)CC1,0.6,active
CHEMBL3963918,Cc1ccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cn1,8.0,active
CHEMBL3933722,COc1ccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cn1,9.0,active
CHEMBL3933330,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccc(F)n2)CC1,4.0,active
CHEMBL3924811,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cc(C(F)(F)F)ccn2)CC1,75.0,active
CHEMBL3890129,Cc1cc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cnc1F,23.0,active
CHEMBL3914600,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(S(C)(=O)=O)cc3)n2)CC1,1.0,active
CHEMBL3948482,CC(C)OC(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)cc1,20.0,active
CHEMBL3920686,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cccc(Cn4ccnc4)c3)n2)CC1,11.0,active
CHEMBL3957158,N#CCC1(n2cc(C(N)=O)c(Nc3cccc(Cn4nnc5ccccc54)c3)n2)CCN(C(=O)OCC(F)(F)F)CC1,23.0,active
CHEMBL3933138,CS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCOCC3)cc2C(N)=O)cc1,183.0,active
CHEMBL3962429,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cnc(C#N)nc3)n2)CC1,38.0,active
CHEMBL3906220,CC(C#N)C1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(C(=O)OC(C)(C)C)CC1,162.0,active
CHEMBL3919288,CC(C)(C)OC(=O)N1CCC(C(C#N)C2CC2)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,738.0,active
CHEMBL3894383,CC(C)(C)OC(=O)N1CC[C@](CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@@H](F)C1,25.0,active
CHEMBL4106834,CC(C)(C)OC(=O)N1CC[C@](CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](F)C1,0.2,active
CHEMBL3974368,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCOCC1,133.0,active
CHEMBL3984652,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCC2(CC1)OCCO2,48.0,active
CHEMBL3892636,CS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCC4(CC3)OCCO4)cc2C(N)=O)cc1,206.0,active
CHEMBL3892372,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCSCC1,113.0,active
CHEMBL3934229,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCS(=O)(=O)CC1,813.0,active
CHEMBL3938017,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,5.0,active
CHEMBL3967992,COC(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)cc1,9.0,active
CHEMBL3948386,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,21.0,active
CHEMBL3977608,CNC(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)cc1,2.0,active
CHEMBL3976977,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C#N)cc3)n2)CC1,6.0,active
